ID,n_clicks,n_visitas,monto_compras,monto_descuentos,dias_primera_compra,info_perfil
kI6Iso8e,337.0,48.0,3373.4,67.7,177.0,145.0
W0bphCzx,200.0,60.0,3495.3,97.1,188.0,160.0
NdoiYVUm,275.0,52.0,1988.7,85.9,160.0,123.0
h3HBlTYQ,207.0,56.0,3029.6,82.7,142.0,182.0
R8hpeaFd,180.0,52.0,3563.1,106.0,157.0,188.0
gWcdMuEO,142.0,64.0,2625.1,67.7,227.0,158.0
DrTh9PT2,307.0,64.0,2195.7,79.0,157.0,192.0
odSUsYfa,202.0,75.0,3906.2,69.3,211.0,98.0
9BJloqIs,222.0,69.0,4007.3,80.8,140.0,140.0
DkQLFy2n,271.0,50.0,3899.0,76.6,188.0,204.0
jYlCcp9n,291.0,48.0,2673.5,97.6,180.0,180.0
3H2qwO0H,207.0,60.0,3082.7,83.7,157.0,168.0
mM9KQ35D,281.0,67.0,4242.9,91.3,193.0,149.0
OI7BOlx5,336.0,78.0,2408.6,63.6,263.0,182.0
Jj6oKClJ,266.0,64.0,4448.0,84.0,216.0,153.0
bnfbWLy6,219.0,73.0,3404.2,47.1,247.0,131.0
v7Z9cfNt,189.0,66.0,2677.9,96.1,204.0,221.0
FNOjeC7v,261.0,52.0,3181.5,88.2,210.0,253.0
6fk47tlh,252.0,66.0,2709.5,73.1,201.0,223.0
w8i3z6RA,299.0,70.0,2231.0,99.7,176.0,240.0
LN36mUf5,278.0,52.0,3451.4,90.4,156.0,160.0
kEQ7ZgEP,224.0,75.0,3674.2,112.3,93.0,167.0
T6NjUaSG,179.0,74.0,2767.5,66.3,254.0,163.0
A10Ijv71,182.0,70.0,3011.2,87.7,222.0,168.0
0f8A5sf2,259.0,44.0,2763.5,91.1,205.0,237.0
20Kfb9VP,250.0,75.0,2849.4,85.4,255.0,169.0
F8uNca0Q,254.0,40.0,3247.2,48.2,182.0,184.0
3ESpPlO5,223.0,43.0,3911.0,70.1,300.0,185.0
gIBO3SaD,285.0,80.0,2839.6,71.2,248.0,174.0
PcUyJ5Pi,278.0,51.0,3657.9,67.5,210.0,165.0
BWCaw6qS,331.0,67.0,1813.4,97.9,234.0,230.0
QqAPj2wz,265.0,63.0,3346.5,104.4,159.0,210.0
f7fckoip,255.0,84.0,3115.8,59.7,184.0,248.0
kC5BfSlK,275.0,63.0,2639.7,80.6,190.0,194.0
lhXX0h3P,234.0,62.0,2371.2,88.3,185.0,234.0
WwEUKxAD,299.0,73.0,1898.8,63.6,164.0,157.0
PcVjNHHb,268.0,83.0,3785.6,71.2,171.0,182.0
rI6Y6FQK,272.0,69.0,1844.8,103.1,274.0,188.0
IL9d1N6k,303.0,64.0,2613.6,110.3,155.0,149.0
lSqj72S4,337.0,58.0,4290.6,60.4,196.0,228.0
ocUVRUHl,263.0,71.0,2248.3,71.1,237.0,163.0
VB1hCG6u,236.0,62.0,3571.6,78.9,126.0,199.0
9hMDjQzg,277.0,41.0,2186.9,97.5,214.0,199.0
1ZGQWi1z,223.0,56.0,3311.7,83.9,225.0,124.0
DslcD538,230.0,62.0,4072.6,81.5,228.0,94.0
Ni5jtOUm,338.0,74.0,2666.4,122.1,240.0,131.0
UPpvBzup,245.0,56.0,2214.7,87.9,181.0,137.0
gBx792FY,201.0,84.0,2202.0,63.6,171.0,177.0
j4KcPgUW,236.0,58.0,2285.6,67.3,198.0,145.0
XGar7FkI,220.0,58.0,2909.8,93.6,191.0,166.0
hgODCA5x,234.0,93.0,3170.0,72.7,219.0,196.0
OImFFCfz,169.0,54.0,3151.0,93.6,231.0,188.0
HcmkdpLN,243.0,86.0,2873.4,96.1,154.0,173.0
gCVQDAR2,221.0,87.0,3975.5,98.6,208.0,206.0
JcZ4AOQH,315.0,93.0,3680.4,79.9,267.0,177.0
ZLqmAzpF,305.0,64.0,2475.2,85.2,181.0,193.0
LmhOBysG,226.0,64.0,3279.5,82.9,136.0,121.0
jX2IDXoB,177.0,88.0,4264.2,80.1,203.0,199.0
uRjlPHbm,219.0,71.0,2990.7,91.7,218.0,209.0
mWzFUb5M,300.0,56.0,2146.1,88.4,164.0,207.0
DTEnldsu,245.0,65.0,5401.4,79.9,176.0,238.0
UPqb77Kw,189.0,60.0,4032.9,47.5,159.0,212.0
ilUbSrFe,253.0,64.0,3649.8,75.4,170.0,175.0
4OP3LAh7,305.0,73.0,3109.0,97.9,214.0,223.0
IuPFaRn0,235.0,57.0,2088.0,78.1,130.0,251.0
qMeDlDlv,225.0,88.0,3458.1,71.1,128.0,195.0
H345imKN,220.0,59.0,3627.3,82.1,177.0,186.0
fXGGgy8U,237.0,80.0,3611.3,92.2,216.0,210.0
tZ7SphT2,263.0,52.0,2173.9,72.2,104.0,235.0
mmUGR9Aw,319.0,44.0,4165.5,72.0,269.0,223.0
jZPETRxJ,265.0,63.0,3249.9,83.2,262.0,187.0
adPYro9u,294.0,52.0,3238.4,91.1,162.0,181.0
IGqqPzpu,266.0,79.0,3223.7,77.0,274.0,214.0
B3I5wgTV,206.0,93.0,2610.3,83.9,222.0,256.0
pD8y3Jgo,321.0,66.0,2446.6,85.6,246.0,126.0
WkbBjl2K,208.0,37.0,4145.4,57.8,229.0,186.0
8Zzh0Rbp,222.0,72.0,4442.0,94.8,265.0,140.0
xJGirxMZ,287.0,68.0,3588.5,63.8,228.0,182.0
zSSLZ86A,274.0,67.0,3404.4,107.1,177.0,151.0
FkXhP8DM,200.0,49.0,2854.5,80.3,281.0,177.0
F5VBJ9mV,186.0,74.0,3063.4,83.9,110.0,212.0
jHktH5E1,300.0,76.0,3567.7,114.2,244.0,151.0
mokXFPf8,304.0,58.0,3862.8,72.6,245.0,188.0
4SxDdSoN,259.0,66.0,4063.1,67.6,180.0,183.0
HsmOfD6u,203.0,84.0,2956.9,77.7,214.0,203.0
L1xyHrCu,253.0,69.0,3339.8,84.4,177.0,113.0
1JGMu9MY,319.0,63.0,2014.6,90.9,232.0,174.0
E3oDhW4E,269.0,57.0,3076.0,81.0,193.0,202.0
cIWs1qFG,220.0,87.0,2034.5,88.7,165.0,219.0
JEu9VCXR,293.0,78.0,3326.8,80.0,151.0,196.0
aZVk09u1,352.0,66.0,2610.4,68.4,205.0,156.0
8WOWligq,360.0,80.0,2695.9,90.3,172.0,201.0
pktKVjjM,280.0,75.0,1619.0,94.9,212.0,189.0
6qUnU3pv,250.0,67.0,3011.8,84.4,178.0,154.0
AVIWFjLK,177.0,55.0,3462.3,65.3,191.0,159.0
mG6RO8fi,215.0,66.0,3966.4,63.6,135.0,291.0
kzECmMjL,318.0,82.0,3922.3,89.4,184.0,183.0
JezZuwnu,293.0,43.0,3241.7,90.0,169.0,186.0
O2cgIX97,262.0,79.0,2244.0,67.0,210.0,149.0
wINty1Qp,211.0,59.0,2544.6,82.1,191.0,138.0
iMXaZPIm,291.0,60.0,2383.6,61.1,235.0,222.0
KJEbcXGG,284.0,83.0,3359.8,63.0,200.0,211.0
Ja8mdEoK,279.0,64.0,2328.5,51.6,176.0,186.0
WojSqTkH,215.0,70.0,3643.1,90.1,229.0,184.0
6dhGR6cu,219.0,73.0,3116.4,88.3,192.0,114.0
f81ApDN2,187.0,56.0,2660.3,96.9,166.0,208.0
oHh1Zrzu,141.0,62.0,3382.1,91.1,217.0,162.0
lOHfP47G,226.0,63.0,3859.3,61.2,265.0,134.0
BKhGP7Ns,264.0,66.0,3540.0,59.9,236.0,221.0
Fj1oKTs4,229.0,51.0,2957.7,60.8,237.0,229.0
DSXovyru,310.0,79.0,2334.1,64.4,264.0,202.0
4Nrd9ffZ,187.0,71.0,3802.5,44.9,265.0,155.0
fUaqggJN,320.0,72.0,2311.9,73.0,187.0,220.0
LrQVmQJR,295.0,76.0,3434.3,60.5,215.0,170.0
g86O8gWX,190.0,39.0,4895.3,83.9,179.0,197.0
br3ugf10,384.0,73.0,3292.4,63.9,225.0,191.0
bC1dKpUB,241.0,84.0,4196.5,104.3,224.0,199.0
tlWXWlwY,202.0,77.0,1904.7,83.9,162.0,180.0
TlvB5xJh,204.0,68.0,2697.8,74.2,241.0,124.0
1aU09XLF,229.0,89.0,2964.4,75.9,205.0,158.0
Z4tcFtkv,234.0,59.0,3604.9,72.7,193.0,215.0
EQBq0r9w,223.0,84.0,3867.7,77.3,172.0,169.0
JuNARxZy,268.0,62.0,2754.7,99.7,212.0,196.0
qHeN7yeC,316.0,55.0,2772.5,59.5,177.0,203.0
GT8XV7m3,219.0,100.0,3807.0,106.6,282.0,201.0
VZWQeaeO,266.0,96.0,2758.2,69.8,126.0,224.0
jW7kdh9Y,308.0,61.0,2801.5,88.1,207.0,201.0
w6XIuvCy,227.0,90.0,2361.0,103.3,123.0,125.0
3XzAP0fZ,217.0,53.0,3440.0,67.8,221.0,161.0
khqXlRAY,261.0,75.0,5002.2,66.2,258.0,220.0
J8aH0zJX,91.0,44.0,2609.1,73.2,214.0,150.0
TKtp5Kow,249.0,59.0,4002.1,102.6,154.0,153.0
fKPjQ25R,356.0,87.0,4268.8,77.2,175.0,95.0
nPcxpSyK,230.0,56.0,3296.0,92.6,263.0,190.0
3TzLitWs,337.0,66.0,3678.7,81.2,121.0,250.0
L0KJJfU2,274.0,78.0,3602.7,105.0,171.0,162.0
JtjGLN4b,241.0,76.0,3802.2,120.2,212.0,208.0
lTwosc8Q,265.0,35.0,2481.0,71.6,219.0,222.0
p2xPgSfP,275.0,62.0,1988.3,89.3,145.0,91.0
54ebf4ll,221.0,66.0,3625.9,75.1,201.0,207.0
Myn1S6vO,179.0,74.0,3215.5,49.3,166.0,155.0
3WK50aLa,239.0,76.0,4112.8,86.0,168.0,160.0
rU34pv40,217.0,45.0,3453.7,91.0,237.0,181.0
k1uU5tB9,284.0,58.0,3787.4,92.0,117.0,180.0
JHK3Cucz,287.0,63.0,3674.5,70.3,171.0,181.0
aUtW64Iy,230.0,103.0,3729.3,82.7,255.0,206.0
rmmi4G5I,279.0,63.0,2415.4,94.2,212.0,170.0
K6AUm1L4,274.0,78.0,1643.3,87.6,272.0,166.0
zxZLtOnm,139.0,77.0,4223.0,62.4,210.0,185.0
kFgwzJwP,302.0,60.0,3919.6,105.5,161.0,134.0
aluIaQM7,183.0,83.0,3112.3,97.4,181.0,146.0
Xt41sgqE,241.0,53.0,4155.4,99.2,141.0,166.0
Yw7G4YEH,334.0,71.0,3004.0,47.7,221.0,275.0
MwtDQweA,295.0,97.0,3001.5,83.1,203.0,172.0
GdtJMGRu,185.0,62.0,2531.1,92.1,203.0,206.0
yfJQcRkP,256.0,84.0,3559.7,74.6,231.0,193.0
lkJofKVN,255.0,61.0,2110.4,94.5,194.0,150.0
5fs7bP4s,267.0,64.0,3200.3,96.8,155.0,187.0
WILvgcAT,184.0,56.0,2824.7,71.1,184.0,203.0
Mzu95h1m,364.0,53.0,3503.6,88.1,132.0,180.0
fPcm3JcG,275.0,52.0,3674.9,89.6,203.0,183.0
884CFaA6,259.0,57.0,3022.9,118.3,182.0,163.0
yRpxpl8a,301.0,75.0,2922.7,71.2,169.0,203.0
EMpCY0R5,243.0,58.0,3793.0,72.5,135.0,189.0
xIjla4oQ,284.0,47.0,3853.5,68.2,155.0,200.0
WhJrmJ0T,215.0,79.0,3018.8,72.1,199.0,177.0
sBq6a3zm,220.0,93.0,2443.2,85.4,195.0,138.0
cp0mI3HU,281.0,61.0,2959.0,78.6,193.0,189.0
q1uS2WVE,253.0,80.0,3740.0,45.8,168.0,235.0
FsrgU01B,251.0,61.0,2723.0,87.4,242.0,206.0
XqbUKNmy,271.0,51.0,2299.1,44.9,186.0,174.0
ViSPqfgE,194.0,84.0,3900.7,78.1,137.0,185.0
F5bvjRLQ,121.0,71.0,3622.5,52.2,134.0,163.0
ceAQzoLc,239.0,68.0,2727.5,74.1,144.0,221.0
CfMW3RI5,184.0,60.0,3179.3,87.2,203.0,151.0
6KFr56OP,271.0,59.0,3542.8,84.4,256.0,237.0
djT7w28V,309.0,62.0,4526.6,61.8,278.0,178.0
9daMq3jn,243.0,59.0,3499.9,55.0,136.0,162.0
zcV20zId,181.0,55.0,3027.2,81.4,252.0,96.0
b7Y7E9Nd,246.0,62.0,2574.5,86.0,182.0,128.0
A7wSA8QQ,210.0,61.0,1629.7,91.0,165.0,218.0
eFb7g4QQ,311.0,63.0,2936.4,68.1,134.0,221.0
FOYrMzvA,253.0,70.0,2971.3,101.7,185.0,199.0
g6iP3q3J,314.0,74.0,3316.2,82.0,205.0,205.0
zXDjbZgS,211.0,56.0,2619.6,114.4,186.0,213.0
UIqOM0is,252.0,50.0,3294.3,101.9,235.0,145.0
FZPVN4rH,214.0,82.0,2857.2,90.9,241.0,175.0
NuHJZpRI,278.0,66.0,4050.0,82.9,178.0,197.0
LJXupq1Y,238.0,80.0,2296.3,90.5,245.0,182.0
fcgITFKC,216.0,75.0,3926.6,101.4,199.0,225.0
ovrheJQ8,181.0,64.0,2805.6,74.5,270.0,214.0
UwRlcsje,295.0,75.0,3211.0,70.1,223.0,272.0
o3TrAFig,284.0,54.0,3069.5,73.2,221.0,191.0
97TL0wjD,225.0,84.0,2951.3,73.0,161.0,201.0
PpVwiAga,215.0,75.0,3676.0,54.3,233.0,153.0
t0dpUHU3,277.0,64.0,2656.9,48.7,146.0,228.0
0oPiqUVd,316.0,65.0,3096.3,65.7,227.0,150.0
DjWdCDJd,71.0,69.0,1986.3,72.0,213.0,104.0
2FDpeqbs,310.0,85.0,2574.9,68.7,210.0,205.0
nZX1EcGx,269.0,57.0,3799.8,104.7,207.0,184.0
BhDsINSl,278.0,66.0,3385.6,67.7,180.0,149.0
6f41KpWG,231.0,71.0,3142.2,45.6,201.0,159.0
TlTwuNnm,202.0,84.0,3068.9,75.3,131.0,155.0
azbtripK,269.0,67.0,3018.6,103.9,220.0,181.0
Kdj35RRq,169.0,67.0,3414.6,101.3,238.0,159.0
SNr5qfhX,319.0,85.0,3244.4,61.9,224.0,174.0
RfNOaKXb,278.0,42.0,3735.1,77.5,236.0,190.0
zpMn1ZXr,201.0,80.0,3407.3,71.2,284.0,222.0
qMz23umW,283.0,54.0,2965.3,72.2,169.0,183.0
XvYB72Na,177.0,94.0,2312.2,60.2,181.0,122.0
edtDyxVq,284.0,54.0,1957.0,55.9,238.0,177.0
vGA5RDZL,292.0,92.0,3292.2,51.2,144.0,210.0
bKnDTnvl,255.0,69.0,3572.5,84.3,187.0,155.0
f10ngyiJ,282.0,84.0,4038.5,113.2,222.0,270.0
RbL6oKVH,203.0,53.0,2423.3,69.7,164.0,119.0
qCW72ckY,125.0,50.0,2661.0,45.2,151.0,131.0
rtzkOEol,289.0,59.0,3698.2,78.6,204.0,175.0
5T9YEwDd,304.0,69.0,4222.9,83.1,207.0,177.0
BMXKgAWd,317.0,57.0,3873.5,53.6,101.0,228.0
mq1md8ps,244.0,71.0,4211.5,82.2,200.0,165.0
UCjtE8ih,201.0,60.0,4039.8,79.4,129.0,129.0
9XwJGepp,130.0,77.0,3061.0,63.4,185.0,261.0
QvVunQ4L,421.0,73.0,3428.9,83.2,161.0,189.0
NMgosSKn,287.0,82.0,3412.7,81.2,199.0,237.0
cE1Q4xBk,274.0,67.0,3794.8,57.1,172.0,258.0
dvxzmv4H,219.0,55.0,3102.1,62.1,152.0,229.0
8rw3Xpsg,263.0,56.0,2882.0,64.1,181.0,149.0
Gg2axj9v,263.0,67.0,3120.6,80.7,152.0,208.0
Smje7jF0,232.0,53.0,3367.0,87.3,270.0,197.0
E1q9F1Ya,270.0,71.0,3578.6,85.5,213.0,136.0
0rQdelL3,253.0,70.0,3615.6,59.9,196.0,210.0
5mDkOE7S,334.0,48.0,2789.5,96.4,149.0,179.0
0g3ZyF76,169.0,54.0,3145.5,75.6,156.0,214.0
7fIyXuXq,232.0,47.0,2671.6,82.1,298.0,172.0
2LKxhWeN,257.0,56.0,3504.7,83.8,173.0,144.0
QIEFO039,256.0,46.0,2821.3,78.8,158.0,217.0
5PXOn9kd,114.0,62.0,2202.5,89.0,121.0,211.0
Z0nkIY8C,243.0,52.0,2550.3,123.7,166.0,99.0
tyj0tprp,280.0,57.0,2829.3,80.5,226.0,166.0
Iq3S3wau,112.0,50.0,4287.1,78.3,221.0,129.0
9R2LxZCY,319.0,45.0,3714.3,60.6,123.0,167.0
zqtbAUqx,288.0,97.0,2444.2,70.0,192.0,252.0
7mdNI5jU,367.0,76.0,3139.9,93.4,180.0,227.0
JQr8sEjx,206.0,64.0,2252.3,80.0,187.0,235.0
awcDpS3e,208.0,79.0,4013.4,99.8,218.0,202.0
Z2i0ZonE,192.0,76.0,1824.1,90.1,185.0,201.0
AF16c5Az,235.0,78.0,3108.8,63.2,232.0,270.0
pftg3480,235.0,52.0,2670.2,77.6,148.0,166.0
9YsRif4o,150.0,64.0,2847.8,69.3,135.0,158.0
P8I6owat,201.0,52.0,2148.1,84.0,238.0,185.0
HZNHPBuc,292.0,76.0,3501.8,67.0,185.0,214.0
4KV7CRyI,213.0,27.0,3921.0,103.7,193.0,176.0
9AQWjiW0,333.0,85.0,4612.9,94.5,225.0,103.0
5xJ9soOa,177.0,79.0,3617.6,89.2,220.0,231.0
AQuQdli6,285.0,71.0,3182.1,71.0,216.0,231.0
HEF9OmKG,210.0,69.0,2609.5,75.4,198.0,116.0
oDdYzobF,266.0,49.0,2963.2,107.0,193.0,179.0
B1Gub879,256.0,58.0,2520.2,67.1,193.0,195.0
jasreT6G,280.0,75.0,4008.4,101.0,175.0,203.0
iNqZXYPu,149.0,68.0,3935.9,85.0,223.0,176.0
v73cOkac,286.0,68.0,3719.9,94.7,202.0,283.0
3yc7jelx,258.0,72.0,2873.9,88.3,248.0,194.0
VpzptZgA,251.0,96.0,3931.2,76.9,261.0,129.0
FY4DPzvt,322.0,38.0,2577.9,85.9,168.0,146.0
nbNYyg8n,332.0,67.0,3363.3,99.7,184.0,146.0
n56kMveb,332.0,53.0,3481.1,80.4,192.0,279.0
aXKusi5K,183.0,92.0,3535.7,100.1,131.0,222.0
W2JYbA3o,304.0,59.0,3101.9,96.0,193.0,211.0
SUkmyDfk,232.0,67.0,3428.4,102.1,164.0,150.0
8sAxcrv3,191.0,57.0,2891.5,80.5,153.0,161.0
MYBU6qMe,245.0,62.0,3206.7,108.5,167.0,251.0
OQs28Td9,186.0,97.0,4419.8,77.7,194.0,174.0
szsqCoSW,241.0,70.0,2330.3,63.9,138.0,154.0
ArMybBQ5,290.0,78.0,3319.3,110.3,198.0,249.0
67sTRHnZ,229.0,65.0,3142.6,45.4,207.0,171.0
FgIOuJ8U,269.0,66.0,3147.9,75.1,171.0,187.0
lfVRSZzo,321.0,83.0,4469.7,72.0,169.0,192.0
QGISRHGk,271.0,55.0,3410.4,74.6,272.0,185.0
A2jpg12K,346.0,83.0,2602.5,72.7,190.0,252.0
JaA1cBGV,273.0,55.0,2418.3,119.2,286.0,142.0
yzBXJBIS,188.0,79.0,2477.8,89.4,260.0,163.0
MFot58Pk,222.0,65.0,3433.6,44.1,190.0,212.0
FMDUlsnD,251.0,47.0,2619.3,75.2,150.0,210.0
boSWqKmn,265.0,70.0,3307.8,41.6,111.0,133.0
P7v2SvzA,302.0,55.0,2953.3,63.9,214.0,182.0
qPdS0CJM,202.0,51.0,2488.4,89.3,172.0,162.0
R0madvbT,240.0,87.0,2897.8,83.6,252.0,141.0
6KShkC5T,270.0,70.0,3536.3,75.8,238.0,193.0
qVnMlHRV,270.0,66.0,2238.1,97.1,214.0,189.0
2w7VvyNc,346.0,70.0,3046.3,70.9,186.0,205.0
1aGlbZXT,165.0,69.0,3179.1,89.9,113.0,136.0
8MUXTzwD,284.0,53.0,3115.4,89.8,205.0,171.0
Kx1sSj21,268.0,68.0,3581.9,74.7,187.0,210.0
7ldNrbV5,268.0,68.0,3401.9,103.3,153.0,171.0
Q63rE8Yw,334.0,73.0,3652.7,77.3,219.0,200.0
C6WsxnA6,222.0,93.0,3640.0,89.6,200.0,166.0
qqLnKlZ7,183.0,99.0,2651.2,79.6,147.0,223.0
RTFBzSBr,176.0,78.0,2257.4,87.8,189.0,210.0
Si3ilpYi,225.0,64.0,3993.6,92.5,177.0,192.0
P19eUtg6,267.0,54.0,2241.2,89.0,220.0,191.0
fueM1TfE,255.0,58.0,2190.2,55.6,177.0,153.0
mIqd3xmE,337.0,82.0,3959.3,79.9,201.0,240.0
O3IfVq0f,189.0,78.0,3035.2,75.3,172.0,223.0
8FKWsTU6,256.0,62.0,2148.3,57.0,195.0,205.0
bedU1b0n,207.0,61.0,3189.1,91.6,128.0,221.0
NtQdDttH,212.0,70.0,4378.5,76.4,169.0,256.0
xPOxd9Q1,279.0,80.0,2207.1,99.6,172.0,121.0
gghloRB1,302.0,87.0,3342.9,106.5,188.0,128.0
DlgxLS5r,251.0,77.0,3276.2,92.2,141.0,151.0
GiGiMOtC,214.0,65.0,2555.6,69.8,229.0,120.0
qHquMTFE,196.0,60.0,2467.8,58.8,193.0,192.0
b0HIkTzu,238.0,103.0,3228.9,94.2,157.0,138.0
RdwJdpni,243.0,64.0,2689.8,49.8,217.0,245.0
142f9ufa,294.0,81.0,3604.1,76.1,107.0,65.0
Fxa7sw7H,188.0,75.0,3279.6,69.8,183.0,237.0
ryrvC4aY,347.0,64.0,3747.6,87.7,206.0,149.0
g57aqtZU,396.0,64.0,3414.1,90.3,139.0,191.0
JnVcVNsV,262.0,68.0,3521.8,94.4,170.0,209.0
xpjaKeRZ,264.0,59.0,2631.0,81.6,233.0,198.0
cRLY5yEw,265.0,46.0,2841.0,66.1,161.0,197.0
Djqk7tI9,282.0,45.0,3513.9,76.0,207.0,185.0
C1ZoCjpF,209.0,78.0,3704.5,99.2,172.0,213.0
ilbY0qFE,261.0,87.0,3452.3,81.1,168.0,229.0
MegGGVUQ,245.0,74.0,3810.3,101.9,183.0,193.0
V5M4a5rI,231.0,85.0,2313.5,106.1,200.0,168.0
2PXr8kbD,303.0,57.0,3962.7,82.3,187.0,233.0
1OAbJBTL,212.0,72.0,3012.4,63.0,153.0,180.0
vzvk3y4S,301.0,63.0,2820.1,111.5,196.0,169.0
fmBCOdAd,274.0,57.0,2979.5,87.8,205.0,158.0
toI4Zxch,305.0,62.0,3417.4,72.8,151.0,207.0
a5Ek7B3Q,247.0,66.0,2523.1,88.3,227.0,195.0
yjIWnVpl,231.0,79.0,3817.2,91.4,159.0,160.0
cf5vXAAH,250.0,52.0,2470.6,92.5,159.0,217.0
UfMw25he,302.0,54.0,3231.9,78.4,253.0,180.0
JYbBhjk2,327.0,35.0,4110.3,76.7,252.0,140.0
mDY0oX10,296.0,48.0,3064.5,66.1,236.0,151.0
DdIM55Gy,147.0,72.0,2988.3,95.8,182.0,131.0
dwh8b1XD,310.0,84.0,2560.7,66.1,207.0,182.0
vvMaSs8t,255.0,56.0,3543.6,114.9,203.0,204.0
MqSTRHzV,255.0,68.0,3213.0,54.0,154.0,172.0
ThdLWzeo,130.0,65.0,3569.6,69.1,136.0,136.0
BumWCjjQ,217.0,69.0,3164.0,66.8,223.0,191.0
kuh5vioZ,287.0,62.0,3829.0,88.3,156.0,196.0
NyYo5EsH,197.0,72.0,3442.9,62.0,213.0,226.0
zIxpwMlD,123.0,78.0,2537.7,87.5,192.0,215.0
TTq1E06s,249.0,60.0,2794.6,101.4,222.0,139.0
5QXgsrdq,199.0,65.0,3361.1,78.2,197.0,176.0
8VQWqwdX,279.0,54.0,3777.6,89.5,277.0,171.0
uxuC2ZiC,300.0,68.0,3264.5,112.0,165.0,162.0
XJPox2Ad,259.0,70.0,3414.6,79.9,237.0,193.0
mOKuckEw,239.0,80.0,2433.1,101.0,208.0,190.0
mn1vDUUb,223.0,77.0,2222.8,72.1,220.0,206.0
y0Lsd5ci,257.0,75.0,3935.3,73.1,184.0,229.0
yPiiuanU,214.0,76.0,2400.9,80.0,209.0,127.0
vvMNfQGv,260.0,67.0,3034.9,88.6,166.0,184.0
cdagBuQ0,306.0,80.0,2308.3,81.0,180.0,166.0
XTOQCOQv,243.0,69.0,2968.4,91.9,192.0,182.0
Ob1JaqG9,262.0,77.0,3059.9,91.4,171.0,238.0
swLet0ao,277.0,82.0,3344.5,71.1,214.0,261.0
ykaML894,225.0,84.0,4017.5,82.9,167.0,146.0
KRKqfEsV,256.0,45.0,2453.0,72.3,158.0,174.0
ooQdsqFb,217.0,51.0,3809.3,70.3,210.0,232.0
bwKJSLCA,209.0,73.0,4010.8,94.9,201.0,209.0
N8vb3MyE,286.0,53.0,3854.1,96.6,179.0,163.0
Rx7uqTpO,195.0,65.0,3009.9,84.2,161.0,239.0
wDIdHdB6,251.0,53.0,3735.9,80.3,214.0,191.0
jsjXOEr8,238.0,86.0,3069.5,69.4,274.0,166.0
5zlwhoJj,211.0,61.0,2669.7,72.4,224.0,146.0
EnSFJMCX,270.0,69.0,2942.0,92.7,218.0,118.0
Cy8htpKO,176.0,58.0,2840.0,77.0,193.0,240.0
XLVtrdsu,196.0,62.0,4040.5,58.7,180.0,139.0
jxrbBESF,206.0,65.0,4262.2,87.8,189.0,124.0
XVp0klDK,190.0,40.0,4161.7,63.9,180.0,201.0
ioulp0OB,223.0,42.0,3543.8,59.6,268.0,188.0
37kmfvW3,254.0,52.0,3850.5,67.9,113.0,183.0
MumV5jYM,251.0,84.0,1375.5,62.3,188.0,144.0
xoYz1nZC,260.0,38.0,3362.4,82.9,252.0,151.0
K9M6g523,235.0,57.0,3079.8,57.4,176.0,155.0
ghGz5s0H,253.0,86.0,2359.0,88.8,221.0,196.0
xwTzyFku,318.0,64.0,2838.0,66.5,272.0,176.0
9BR8q33Z,157.0,37.0,3206.0,74.8,143.0,198.0
GMc72uiZ,266.0,90.0,2808.1,91.4,206.0,102.0
3j0jN7FH,240.0,55.0,2861.2,60.0,211.0,204.0
FVxh64Zl,232.0,70.0,3546.9,72.6,261.0,131.0
S9nHZSkN,209.0,83.0,2961.7,103.2,187.0,175.0
QGMadzBs,151.0,74.0,3638.5,44.5,223.0,244.0
tps8gLFr,252.0,68.0,3634.4,74.3,209.0,168.0
QlyPpXrD,189.0,40.0,3136.0,79.7,237.0,192.0
JfVKlDV0,288.0,78.0,2961.7,90.6,156.0,182.0
DQQRDdIV,210.0,68.0,2934.9,44.9,222.0,168.0
PvxQlU3c,219.0,54.0,2954.3,93.9,236.0,149.0
G2hZdcMZ,232.0,53.0,3678.6,76.4,227.0,188.0
J0d0MbG7,280.0,66.0,2828.7,93.5,194.0,176.0
Kd7y4o1S,289.0,62.0,3722.8,94.2,142.0,204.0
A0PMcUg9,285.0,103.0,3381.5,90.8,200.0,220.0
WTM6xPhD,222.0,67.0,2447.5,91.4,173.0,236.0
ypNNDyqU,287.0,73.0,3060.2,65.0,244.0,105.0
LD8aE1T1,180.0,82.0,2911.3,96.7,274.0,207.0
sWUCguMa,282.0,63.0,3992.7,57.7,147.0,263.0
UIPWbaiy,271.0,63.0,2491.3,79.8,190.0,194.0
Zc0zaPNW,279.0,45.0,2510.1,73.8,243.0,189.0
BZ6OHIxe,212.0,68.0,4165.6,78.5,221.0,99.0
ISaeJ62G,241.0,57.0,2713.1,111.0,214.0,150.0
sKiyo4X0,317.0,80.0,3117.0,68.0,237.0,157.0
2a3GLsYd,174.0,70.0,2086.2,90.3,167.0,211.0
SZ9eGFUa,263.0,74.0,1915.9,82.8,214.0,248.0
45dvMWAb,231.0,73.0,3616.4,95.2,288.0,184.0
uGiwPYsx,245.0,54.0,2572.6,63.8,141.0,162.0
mb1qAtB5,268.0,80.0,4025.4,73.7,192.0,234.0
m0sb8clO,197.0,49.0,2970.0,79.1,221.0,130.0
qG86zueV,280.0,46.0,2596.8,90.6,254.0,202.0
zvezuZFN,198.0,74.0,3585.8,75.0,235.0,151.0
sVqJcG8b,240.0,70.0,1881.9,83.5,121.0,203.0
